STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA,GOOGLE_DMA
KY ,Spencer                     ,21,215,4730,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Taylor                      ,21,217,9040,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Trimble                     ,21,223,3360,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Washington                  ,21,229,4140,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Allen                       ,21,3,6960,30,NASHVILLE (TN)                                                       ,Nashville TN
KY ,Christian                   ,21,47,24410,30,NASHVILLE (TN)                                                       ,Nashville TN
KY ,Clinton                     ,21,53,4030,30,NASHVILLE (TN)                                                       ,Nashville TN
KY ,Logan                       ,21,141,10350,30,NASHVILLE (TN)                                                       ,Nashville TN
KY ,Monroe                      ,21,171,4620,30,NASHVILLE (TN)                                                       ,Nashville TN
KY ,Simpson                     ,21,213,6510,30,NASHVILLE (TN)                                                       ,Nashville TN
KY ,Todd                        ,21,219,4350,30,NASHVILLE (TN)                                                       ,Nashville TN
KY ,Trigg                       ,21,221,5310,30,NASHVILLE (TN)                                                       ,Nashville TN
KY ,Ballard                     ,21,7,3360,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
KY ,Caldwell                    ,21,33,5290,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
KY ,Calloway                    ,21,35,13950,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
KY ,Carlisle                    ,21,39,2160,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
KY ,Crittenden                  ,21,55,3740,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
KY ,Fulton                      ,21,75,3020,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
KY ,Graves                      ,21,83,14810,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
KY ,Hickman                     ,21,105,2170,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
KY ,Livingston                  ,21,139,4050,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
KY ,Lyon                        ,21,143,2950,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
KY ,Mccracken                   ,21,145,27370,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
KY ,Marshall                    ,21,157,12580,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
LA ,Avoyelles Parish            ,22,9,14860,179,ALEXANDRIA (LA)                                                      ,Alexandria LA
LA ,Grant Parish                ,22,43,7140,179,ALEXANDRIA (LA)                                                      ,Alexandria LA
LA ,Rapides Parish              ,22,79,46340,179,ALEXANDRIA (LA)                                                      ,Alexandria LA
LA ,Vernon Parish               ,22,115,17200,179,ALEXANDRIA (LA)                                                      ,Alexandria LA
LA ,Ascension Parish            ,22,5,28290,95,BATON ROUGE (LA)                                                     ,Baton Rouge LA
LA ,Assumption Parish           ,22,7,8350,95,BATON ROUGE (LA)                                                     ,Baton Rouge LA
LA ,East Baton Rouge Parish     ,22,33,156450,95,BATON ROUGE (LA)                                                     ,Baton Rouge LA
LA ,East Feliciana Parish       ,22,37,6750,95,BATON ROUGE (LA)                                                     ,Baton Rouge LA
LA ,Iberville Parish            ,22,47,10680,95,BATON ROUGE (LA)                                                     ,Baton Rouge LA
LA ,Livingston Parish           ,22,63,34270,95,BATON ROUGE (LA)                                                     ,Baton Rouge LA
LA ,Pointe Coupee Parish        ,22,77,8220,95,BATON ROUGE (LA)                                                     ,Baton Rouge LA
LA ,St. Helena Parish           ,22,91,3930,95,BATON ROUGE (LA)                                                     ,Baton Rouge LA
LA ,St. Mary Parish             ,22,101,18710,95,BATON ROUGE (LA)                                                     ,Baton Rouge LA
LA ,West Baton Rouge Parish     ,22,121,7680,95,BATON ROUGE (LA)                                                     ,Baton Rouge LA
LA ,West Feliciana Parish       ,22,125,3720,95,BATON ROUGE (LA)                                                     ,Baton Rouge LA
LA ,Acadia Parish               ,22,1,21150,125,LAFAYETTE (LA)                                                       ,Lafayette LA
LA ,Evangeline Parish           ,22,39,12720,125,LAFAYETTE (LA)                                                       ,Lafayette LA
LA ,Iberia Parish               ,22,45,25320,125,LAFAYETTE (LA)                                                       ,Lafayette LA
LA ,Jefferson Davis Parish      ,22,53,11350,125,LAFAYETTE (LA)                                                       ,Lafayette LA
LA ,Lafayette Parish            ,22,55,73210,125,LAFAYETTE (LA)                                                       ,Lafayette LA
LA ,St. Landry Parish           ,22,97,32350,125,LAFAYETTE (LA)                                                       ,Lafayette LA
LA ,St. Martin Parish           ,22,99,17390,125,LAFAYETTE (LA)                                                       ,Lafayette LA
LA ,Vermilion Parish            ,22,113,19890,125,LAFAYETTE (LA)                                                       ,Lafayette LA
LA ,Allen Parish                ,22,3,8300,174,LAKE CHARLES (LA)                                                    ,Lake Charles LA
LA ,Beauregard Parish           ,22,11,11870,174,LAKE CHARLES (LA)                                                    ,Lake Charles LA
LA ,Calcasieu Parish            ,22,19,68850,174,LAKE CHARLES (LA)                                                    ,Lake Charles LA
LA ,Cameron Parish              ,22,23,3660,174,LAKE CHARLES (LA)                                                    ,Lake Charles LA
LA ,Caldwell Parish             ,22,21,4030,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,Catahoula Parish            ,22,25,3750,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,Concordia Parish            ,22,29,7320,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,East Carroll Parish         ,22,35,2800,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,Franklin Parish             ,22,41,7400,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,Jackson Parish              ,22,49,5970,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,La Salle Parish             ,22,59,5200,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,Lincoln Parish              ,22,61,14970,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,Madison Parish              ,22,65,4510,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,Morehouse Parish            ,22,67,11200,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,Ouachita Parish             ,22,73,54490,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,Richland Parish             ,22,83,7510,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,Tensas Parish               ,22,107,2340,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,Union Parish                ,22,111,9000,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
LA ,West Carroll Parish         ,22,123,4450,133,MONROE (LA) - EL DORADO (AR)                                         ,Monroe LA-El Dorado AR
