School.Year,County,Grade,Vaccine.Series,Number.of.Schools,Total.Enrollment.Count,Total.Vaccinated.Count,Percentage.Vaccinated,Religious..Flu.Only.Exemption.Count,Religious.Exemption.Count,Percentage.Religious.Exemption,Medical.Exemption.Count,Percentage.Medical.Exemption,Percentage.Compliant,Percentage.Non.Compliant
2018-2019,New London,7th,Tdap,46,2913,NA,95.5,NA,48,1.6,5,0.2,97.3,2.7
2018-2019,New London,7th,All,46,2913,NA,95,NA,48,1.6,5,0.2,96.8,3.2
2018-2019,State,Pre-K,Flu,455,21768,NA,88,1016,468,2.1,93,0.4,95.2,4.8
2018-2019,State,K,Polio,733,38120,NA,96.2,NA,939,2.5,86,0.2,98.9,1.1
2018-2019,State,K,DTaP,733,38120,NA,96.2,NA,939,2.5,86,0.2,98.9,1.1
2018-2019,State,K,MMR,733,38120,NA,96.1,NA,939,2.5,86,0.2,98.8,1.2
2018-2019,State,K,HepB,733,38120,NA,96.5,NA,939,2.5,86,0.2,99.2,0.8
2018-2019,State,K,Varicella,733,38120,NA,95.9,NA,939,2.5,86,0.2,98.6,1.4
2018-2019,State,K,HepA,733,38120,NA,96.2,NA,939,2.5,86,0.2,98.9,1.1
2018-2019,State,K,All,733,38120,NA,94.9,NA,939,2.5,86,0.2,97.6,2.4
2018-2019,State,7th,Polio,511,43535,NA,98.3,NA,530,1.2,109,0.3,99.8,0.2
2018-2019,State,7th,DTaP,511,43535,NA,98.3,NA,530,1.2,109,0.3,99.8,0.2
2018-2019,State,7th,MMR,511,43535,NA,98.3,NA,530,1.2,109,0.3,99.8,0.2
2018-2019,State,7th,HepB,511,43535,NA,98.2,NA,530,1.2,109,0.3,99.7,0.3
2018-2019,State,7th,Varicella,511,43535,NA,98.1,NA,530,1.2,109,0.3,99.6,0.4
2018-2019,State,7th,MCV,511,43535,NA,95.5,NA,530,1.2,109,0.3,97,3
2018-2019,State,7th,Tdap,511,43535,NA,95.6,NA,530,1.2,109,0.3,97.1,2.9
2018-2019,State,7th,All,511,43535,NA,95.1,NA,530,1.2,109,0.3,96.6,3.4
2018-2019,Tolland,Pre-K,Flu,23,803,NA,88.8,48,20,2.5,7,0.9,98.1,1.9
2018-2019,Tolland,K,Polio,25,1211,NA,96.1,NA,42,3.5,2,0.2,99.7,0.3
2018-2019,Tolland,K,DTaP,25,1211,NA,96.3,NA,42,3.5,2,0.2,99.9,0.1
2018-2019,Tolland,K,MMR,25,1211,NA,96.2,NA,42,3.5,2,0.2,99.8,0.2
2018-2019,Tolland,K,HepB,25,1211,NA,95.6,NA,42,3.5,2,0.2,99.2,0.8
2018-2019,Tolland,K,Varicella,25,1211,NA,95.9,NA,42,3.5,2,0.2,99.5,0.5
2018-2019,Tolland,K,HepA,25,1211,NA,95.8,NA,42,3.5,2,0.2,99.4,0.6
2018-2019,Tolland,K,All,25,1211,NA,94.8,NA,42,3.5,2,0.2,98.4,1.6
2018-2019,Tolland,7th,Polio,15,1597,NA,98.2,NA,26,1.6,3,0.2,100,0
2018-2019,Tolland,7th,DTaP,15,1597,NA,98.2,NA,26,1.6,3,0.2,100,0
2018-2019,Tolland,7th,MMR,15,1597,NA,98.2,NA,26,1.6,3,0.2,100,0
2018-2019,Tolland,7th,HepB,15,1597,NA,98.2,NA,26,1.6,3,0.2,100,0
2018-2019,Tolland,7th,Varicella,15,1597,NA,97.9,NA,26,1.6,3,0.2,99.7,0.3
2018-2019,Tolland,7th,MCV,15,1597,NA,96.6,NA,26,1.6,3,0.2,98.4,1.6
2018-2019,Tolland,7th,Tdap,15,1597,NA,96.5,NA,26,1.6,3,0.2,98.3,1.7
2018-2019,Tolland,7th,All,15,1597,NA,96.5,NA,26,1.6,3,0.2,98.3,1.7
2018-2019,Windham,Pre-K,Flu,18,729,NA,80.8,68,27,3.7,5,0.7,94.5,5.5
2018-2019,Windham,K,Polio,26,1196,NA,94.1,NA,55,4.6,6,0.5,99.2,0.8
2018-2019,Windham,K,DTaP,26,1196,NA,93.8,NA,55,4.6,6,0.5,98.9,1.1
2018-2019,Windham,K,MMR,26,1196,NA,93.6,NA,55,4.6,6,0.5,98.7,1.3
2018-2019,Windham,K,HepB,26,1196,NA,94.6,NA,55,4.6,6,0.5,99.7,0.3
2018-2019,Windham,K,Varicella,26,1196,NA,93.4,NA,55,4.6,6,0.5,98.5,1.5
2018-2019,Windham,K,HepA,26,1196,NA,93.3,NA,55,4.6,6,0.5,98.4,1.6
2018-2019,Windham,K,All,26,1196,NA,91.8,NA,55,4.6,6,0.5,96.9,3.1
2018-2019,Windham,7th,Polio,23,1264,NA,97.9,NA,23,1.8,1,0.1,99.8,0.2
2018-2019,Windham,7th,DTaP,23,1264,NA,98,NA,23,1.8,1,0.1,99.9,0.1
2018-2019,Windham,7th,MMR,23,1264,NA,98,NA,23,1.8,1,0.1,99.9,0.1
2018-2019,Windham,7th,HepB,23,1264,NA,97.9,NA,23,1.8,1,0.1,99.8,0.2
2018-2019,Windham,7th,Varicella,23,1264,NA,97.5,NA,23,1.8,1,0.1,99.4,0.6
2018-2019,Windham,7th,MCV,23,1264,NA,95.8,NA,23,1.8,1,0.1,97.7,2.3
2018-2019,Windham,7th,Tdap,23,1264,NA,95.8,NA,23,1.8,1,0.1,97.7,2.3
2018-2019,Windham,7th,All,23,1264,NA,95.3,NA,23,1.8,1,0.1,97.2,2.8
2017-2018,Fairfield,Pre-K,Flu,112,5388,NA,84,297,170,3.2,33,0.6,93.3,6.7
2017-2018,Fairfield,K,Polio,204,11279,NA,96.3,NA,245,2.2,41,0.4,98.8,1.2
2017-2018,Fairfield,K,DTaP,204,11279,NA,96.2,NA,245,2.2,41,0.4,98.7,1.3
2017-2018,Fairfield,K,MMR,204,11279,NA,96,NA,245,2.2,41,0.4,98.5,1.5
2017-2018,Fairfield,K,HepB,204,11279,NA,96.7,NA,245,2.2,41,0.4,99.2,0.8
2017-2018,Fairfield,K,Varicella,204,11279,NA,95.8,NA,245,2.2,41,0.4,98.3,1.7
2017-2018,Fairfield,K,HepA,204,11279,NA,96,NA,245,2.2,41,0.4,98.5,1.5
2017-2018,Fairfield,7th,Polio,134,12585,NA,98.1,NA,169,1.3,43,0.3,99.8,0.2
2017-2018,Fairfield,7th,DTaP,134,12585,NA,97.8,NA,169,1.3,43,0.3,99.5,0.5
2017-2018,Fairfield,7th,MMR,134,12585,NA,98.2,NA,169,1.3,43,0.3,99.9,0.1
2017-2018,Fairfield,7th,HepB,134,12585,NA,97.9,NA,169,1.3,43,0.3,99.6,0.4
2017-2018,Fairfield,7th,Varicella,134,12585,NA,97.8,NA,169,1.3,43,0.3,99.5,0.5
2017-2018,Fairfield,7th,MCV,134,12585,NA,95.7,NA,169,1.3,43,0.3,97.4,2.6
2017-2018,Fairfield,7th,Tdap,134,12585,NA,96.2,NA,169,1.3,43,0.3,97.9,2.1
2017-2018,Hartford,Pre-K,Flu,126,6811,NA,83.9,359,124,1.8,65,1,91.9,8.1
2017-2018,Hartford,K,Polio,186,9971,NA,96.6,NA,149,1.5,20,0.2,98.3,1.7
2017-2018,Hartford,K,DTaP,186,9971,NA,96.6,NA,149,1.5,20,0.2,98.3,1.7
2017-2018,Hartford,K,MMR,186,9971,NA,96.8,NA,149,1.5,20,0.2,98.5,1.5
2017-2018,Hartford,K,HepB,186,9971,NA,97.5,NA,149,1.5,20,0.2,99.2,0.8
2017-2018,Hartford,K,Varicella,186,9971,NA,96.5,NA,149,1.5,20,0.2,98.2,1.8
2017-2018,Hartford,K,HepA,186,9971,NA,96.9,NA,149,1.5,20,0.2,98.6,1.4
2017-2018,Hartford,7th,Polio,136,11420,NA,98.6,NA,104,0.9,13,0.1,99.6,0.4
2017-2018,Hartford,7th,DTaP,136,11420,NA,98.5,NA,104,0.9,13,0.1,99.5,0.5
2017-2018,Hartford,7th,MMR,136,11420,NA,98.6,NA,104,0.9,13,0.1,99.6,0.4
2017-2018,Hartford,7th,HepB,136,11420,NA,98.6,NA,104,0.9,13,0.1,99.6,0.4
2017-2018,Hartford,7th,Varicella,136,11420,NA,98.3,NA,104,0.9,13,0.1,99.3,0.7
2017-2018,Hartford,7th,MCV,136,11420,NA,94.5,NA,104,0.9,13,0.1,95.5,4.5
2017-2018,Hartford,7th,Tdap,136,11420,NA,94.8,NA,104,0.9,13,0.1,95.8,4.2
2017-2018,Litchfield,Pre-K,Flu,29,897,NA,83.9,45,29,3.2,7,0.8,92.9,7.1
2017-2018,Litchfield,K,Polio,43,1660,NA,96.4,NA,40,2.4,9,0.5,99.4,0.6
2017-2018,Litchfield,K,DTaP,43,1660,NA,96.5,NA,40,2.4,9,0.5,99.5,0.5
2017-2018,Litchfield,K,MMR,43,1660,NA,96.4,NA,40,2.4,9,0.5,99.4,0.6
2017-2018,Litchfield,K,HepB,43,1660,NA,96.3,NA,40,2.4,9,0.5,99.3,0.7
2017-2018,Litchfield,K,Varicella,43,1660,NA,96.1,NA,40,2.4,9,0.5,99.1,0.9
2017-2018,Litchfield,K,HepA,43,1660,NA,95.6,NA,40,2.4,9,0.5,98.6,1.4
2017-2018,Litchfield,7th,Polio,29,2121,NA,97.5,NA,41,1.9,11,0.5,100,0
2017-2018,Litchfield,7th,DTaP,29,2121,NA,97.5,NA,41,1.9,11,0.5,100,0
2017-2018,Litchfield,7th,MMR,29,2121,NA,97.5,NA,41,1.9,11,0.5,100,0
2017-2018,Litchfield,7th,HepB,29,2121,NA,97.4,NA,41,1.9,11,0.5,99.9,0.1
2017-2018,Litchfield,7th,Varicella,29,2121,NA,97.1,NA,41,1.9,11,0.5,99.6,0.4
2017-2018,Litchfield,7th,MCV,29,2121,NA,88.3,NA,41,1.9,11,0.5,90.8,9.2
2017-2018,Litchfield,7th,Tdap,29,2121,NA,88.5,NA,41,1.9,11,0.5,91,9
2017-2018,Middlesex,Pre-K,Flu,14,564,NA,92,18,15,2.7,2,0.4,98.2,1.8
2017-2018,Middlesex,K,Polio,27,1409,NA,96.5,NA,36,2.6,8,0.6,99.6,0.4
2017-2018,Middlesex,K,DTaP,27,1409,NA,96.5,NA,36,2.6,8,0.6,99.6,0.4
2017-2018,Middlesex,K,MMR,27,1409,NA,96.5,NA,36,2.6,8,0.6,99.6,0.4
2017-2018,Middlesex,K,HepB,27,1409,NA,96.7,NA,36,2.6,8,0.6,99.8,0.2
2017-2018,Middlesex,K,Varicella,27,1409,NA,96.5,NA,36,2.6,8,0.6,99.6,0.4
2017-2018,Middlesex,K,HepA,27,1409,NA,96.5,NA,36,2.6,8,0.6,99.6,0.4
2017-2018,Middlesex,7th,Polio,15,1663,NA,98.2,NA,27,1.6,3,0.2,100,0
2017-2018,Middlesex,7th,DTaP,15,1663,NA,98.2,NA,27,1.6,3,0.2,100,0
2017-2018,Middlesex,7th,MMR,15,1663,NA,98.1,NA,27,1.6,3,0.2,99.9,0.1
2017-2018,Middlesex,7th,HepB,15,1663,NA,98.2,NA,27,1.6,3,0.2,100,0
2017-2018,Middlesex,7th,Varicella,15,1663,NA,98.1,NA,27,1.6,3,0.2,99.9,0.1
2017-2018,Middlesex,7th,MCV,15,1663,NA,97.6,NA,27,1.6,3,0.2,99.4,0.6
2017-2018,Middlesex,7th,Tdap,15,1663,NA,97.7,NA,27,1.6,3,0.2,99.5,0.5
2017-2018,New Haven,Pre-K,Flu,119,5589,NA,90.9,159,96,1.7,35,0.6,96.1,3.9
2017-2018,New Haven,K,Polio,181,9446,NA,97.2,NA,134,1.4,21,0.2,98.8,1.2
2017-2018,New Haven,K,DTaP,181,9446,NA,97.1,NA,134,1.4,21,0.2,98.7,1.3
2017-2018,New Haven,K,MMR,181,9446,NA,97.2,NA,134,1.4,21,0.2,98.8,1.2
2017-2018,New Haven,K,HepB,181,9446,NA,97.6,NA,134,1.4,21,0.2,99.2,0.8
2017-2018,New Haven,K,Varicella,181,9446,NA,97.1,NA,134,1.4,21,0.2,98.7,1.3
2017-2018,New Haven,K,HepA,181,9446,NA,97.4,NA,134,1.4,21,0.2,99,1
2017-2018,New Haven,7th,Polio,123,10548,NA,98.7,NA,82,0.8,35,0.3,99.8,0.2
2017-2018,New Haven,7th,DTaP,123,10548,NA,98.7,NA,82,0.8,35,0.3,99.8,0.2
2017-2018,New Haven,7th,MMR,123,10548,NA,98.7,NA,82,0.8,35,0.3,99.8,0.2
2017-2018,New Haven,7th,HepB,123,10548,NA,98.6,NA,82,0.8,35,0.3,99.7,0.3
2017-2018,New Haven,7th,Varicella,123,10548,NA,98.5,NA,82,0.8,35,0.3,99.6,0.4
2017-2018,New Haven,7th,MCV,123,10548,NA,96.5,NA,82,0.8,35,0.3,97.6,2.4
2017-2018,New Haven,7th,Tdap,123,10548,NA,96.6,NA,82,0.8,35,0.3,97.7,2.3
2017-2018,New London,Pre-K,Flu,39,1987,NA,87.7,75,31,1.6,8,0.4,93.4,6.6
2017-2018,New London,K,Polio,61,2800,NA,96.4,NA,59,2.1,12,0.4,98.9,1.1
2017-2018,New London,K,DTaP,61,2800,NA,96.4,NA,59,2.1,12,0.4,98.9,1.1
2017-2018,New London,K,MMR,61,2800,NA,96.5,NA,59,2.1,12,0.4,99,1
2017-2018,New London,K,HepB,61,2800,NA,96.6,NA,59,2.1,12,0.4,99.1,0.9
2017-2018,New London,K,Varicella,61,2800,NA,96.4,NA,59,2.1,12,0.4,98.9,1.1
2017-2018,New London,K,HepA,61,2800,NA,96,NA,59,2.1,12,0.4,98.5,1.5
2017-2018,New London,7th,Polio,42,3023,NA,98.3,NA,31,1,14,0.5,99.8,0.2
2017-2018,New London,7th,DTaP,42,3023,NA,98.3,NA,31,1,14,0.5,99.8,0.2
2017-2018,New London,7th,MMR,42,3023,NA,98.4,NA,31,1,14,0.5,99.9,0.1
2017-2018,New London,7th,HepB,42,3023,NA,98.4,NA,31,1,14,0.5,99.9,0.1
2017-2018,New London,7th,Varicella,42,3023,NA,98.3,NA,31,1,14,0.5,99.8,0.2
2017-2018,New London,7th,MCV,42,3023,NA,96.4,NA,31,1,14,0.5,97.9,2.1
2017-2018,New London,7th,Tdap,42,3023,NA,96.6,NA,31,1,14,0.5,98.1,1.9
2017-2018,State,Pre-K,Flu,484,23109,NA,86.3,1097,510,2.2,171,0.7,94,6
2017-2018,State,K,Polio,752,39174,NA,96.5,NA,764,2,126,0.3,98.8,1.2
2017-2018,State,K,DTaP,752,39174,NA,96.5,NA,764,2,126,0.3,98.8,1.2
2017-2018,State,K,MMR,752,39174,NA,96.5,NA,764,2,126,0.3,98.8,1.2
2017-2018,State,K,HepB,752,39174,NA,97,NA,764,2,126,0.3,99.3,0.7
2017-2018,State,K,Varicella,752,39174,NA,96.3,NA,764,2,126,0.3,98.6,1.4
2017-2018,State,K,HepA,752,39174,NA,96.5,NA,764,2,126,0.3,98.8,1.2
2017-2018,State,7th,Polio,518,44334,NA,98.4,NA,491,1.1,132,0.3,99.8,0.2
2017-2018,State,7th,DTaP,518,44334,NA,98.3,NA,491,1.1,132,0.3,99.7,0.3
2017-2018,State,7th,MMR,518,44334,NA,98.4,NA,491,1.1,132,0.3,99.8,0.2
2017-2018,State,7th,HepB,518,44334,NA,98.3,NA,491,1.1,132,0.3,99.7,0.3
2017-2018,State,7th,Varicella,518,44334,NA,98.1,NA,491,1.1,132,0.3,99.5,0.5
2017-2018,State,7th,MCV,518,44334,NA,95.4,NA,491,1.1,132,0.3,96.8,3.2
2017-2018,State,7th,Tdap,518,44334,NA,95.7,NA,491,1.1,132,0.3,97.1,2.9
2017-2018,Tolland,Pre-K,Flu,24,793,NA,88.1,49,22,2.8,9,1.1,98.2,1.8
2017-2018,Tolland,K,Polio,24,1288,NA,96.1,NA,45,3.5,2,0.2,99.7,0.3
2017-2018,Tolland,K,DTaP,24,1288,NA,96.2,NA,45,3.5,2,0.2,99.8,0.2
2017-2018,Tolland,K,MMR,24,1288,NA,96,NA,45,3.5,2,0.2,99.6,0.4
2017-2018,Tolland,K,HepB,24,1288,NA,96.2,NA,45,3.5,2,0.2,99.8,0.2
2017-2018,Tolland,K,Varicella,24,1288,NA,96,NA,45,3.5,2,0.2,99.6,0.4
2017-2018,Tolland,K,HepA,24,1288,NA,95.8,NA,45,3.5,2,0.2,99.4,0.6
2017-2018,Tolland,7th,Polio,15,1514,NA,98.7,NA,14,0.9,6,0.4,100,0
2017-2018,Tolland,7th,DTaP,15,1514,NA,98.7,NA,14,0.9,6,0.4,100,0
2017-2018,Tolland,7th,MMR,15,1514,NA,98.6,NA,14,0.9,6,0.4,99.9,0.1
2017-2018,Tolland,7th,HepB,15,1514,NA,98.6,NA,14,0.9,6,0.4,99.9,0.1
2017-2018,Tolland,7th,Varicella,15,1514,NA,98.6,NA,14,0.9,6,0.4,99.9,0.1
2017-2018,Tolland,7th,MCV,15,1514,NA,96.7,NA,14,0.9,6,0.4,98,2
2017-2018,Tolland,7th,Tdap,15,1514,NA,96.9,NA,14,0.9,6,0.4,98.2,1.8
2017-2018,Windham,Pre-K,Flu,21,1080,NA,83.9,95,23,2.1,12,1.1,95.9,4.1
2017-2018,Windham,K,Polio,26,1321,NA,93.8,NA,56,4.2,13,1,99,1
2017-2018,Windham,K,DTaP,26,1321,NA,93.8,NA,56,4.2,13,1,99,1
2017-2018,Windham,K,MMR,26,1321,NA,93.6,NA,56,4.2,13,1,98.8,1.2
2017-2018,Windham,K,HepB,26,1321,NA,94.2,NA,56,4.2,13,1,99.4,0.6
2017-2018,Windham,K,Varicella,26,1321,NA,93.3,NA,56,4.2,13,1,98.5,1.5
2017-2018,Windham,K,HepA,26,1321,NA,93.5,NA,56,4.2,13,1,98.7,1.3
2017-2018,Windham,7th,Polio,24,1460,NA,97.6,NA,23,1.6,7,0.5,99.7,0.3
2017-2018,Windham,7th,DTaP,24,1460,NA,97.9,NA,23,1.6,7,0.5,100,0
2017-2018,Windham,7th,MMR,24,1460,NA,97.8,NA,23,1.6,7,0.5,99.9,0.1
2017-2018,Windham,7th,HepB,24,1460,NA,97.5,NA,23,1.6,7,0.5,99.6,0.4
2017-2018,Windham,7th,Varicella,24,1460,NA,96.6,NA,23,1.6,7,0.5,98.7,1.3
2017-2018,Windham,7th,MCV,24,1460,NA,96.2,NA,23,1.6,7,0.5,98.3,1.7
2017-2018,Windham,7th,Tdap,24,1460,NA,96.5,NA,23,1.6,7,0.5,98.6,1.4
2016-2017,Fairfield,Pre-K,Flu,86,3776,NA,83.8,180,107,2.8,23,0.6,92,8
2016-2017,Fairfield,K,Polio,201,11118,NA,96.6,NA,230,2.1,38,0.3,99,1
2016-2017,Fairfield,K,DTaP,201,11118,NA,96.6,NA,230,2.1,38,0.3,99,1
2016-2017,Fairfield,K,MMR,201,11118,NA,96.6,NA,230,2.1,38,0.3,99,1
2016-2017,Fairfield,K,HepB,201,11118,NA,96.9,NA,230,2.1,38,0.3,99.3,0.7
2016-2017,Fairfield,K,Varicella,201,11118,NA,96.4,NA,230,2.1,38,0.3,98.8,1.2
2016-2017,Fairfield,K,HepA,201,11118,NA,96.5,NA,230,2.1,38,0.3,98.9,1.1
2016-2017,Fairfield,7th,Polio,124,12217,NA,98.6,NA,125,1,37,0.3,99.9,0.1
2016-2017,Fairfield,7th,DTaP,124,12217,NA,98.4,NA,125,1,37,0.3,99.7,0.3
2016-2017,Fairfield,7th,MMR,124,12217,NA,98.5,NA,125,1,37,0.3,99.8,0.2
2016-2017,Fairfield,7th,HepB,124,12217,NA,98.5,NA,125,1,37,0.3,99.8,0.2
2016-2017,Fairfield,7th,Varicella,124,12217,NA,98.2,NA,125,1,37,0.3,99.5,0.5
2016-2017,Fairfield,7th,MCV,124,12217,NA,96.5,NA,125,1,37,0.3,97.8,2.2
2016-2017,Fairfield,7th,Tdap,124,12217,NA,96.7,NA,125,1,37,0.3,98,2
2016-2017,Hartford,Pre-K,Flu,123,6438,NA,83.9,271,91,1.4,30,0.5,90,10
2016-2017,Hartford,K,Polio,181,10042,NA,96.5,NA,139,1.4,26,0.3,98.1,1.9
2016-2017,Hartford,K,DTaP,181,10042,NA,96.4,NA,139,1.4,26,0.3,98,2
2016-2017,Hartford,K,MMR,181,10042,NA,96.6,NA,139,1.4,26,0.3,98.2,1.8
2016-2017,Hartford,K,HepB,181,10042,NA,97.3,NA,139,1.4,26,0.3,98.9,1.1
2016-2017,Hartford,K,Varicella,181,10042,NA,96.1,NA,139,1.4,26,0.3,97.7,2.3
2016-2017,Hartford,K,HepA,181,10042,NA,96.6,NA,139,1.4,26,0.3,98.2,1.8
2016-2017,Hartford,7th,Polio,124,11056,NA,98.6,NA,91,0.8,22,0.2,99.6,0.4
2016-2017,Hartford,7th,DTaP,124,11056,NA,98.6,NA,91,0.8,22,0.2,99.6,0.4
2016-2017,Hartford,7th,MMR,124,11056,NA,98.7,NA,91,0.8,22,0.2,99.7,0.3
2016-2017,Hartford,7th,HepB,124,11056,NA,98.2,NA,91,0.8,22,0.2,99.2,0.8
2016-2017,Hartford,7th,Varicella,124,11056,NA,98.2,NA,91,0.8,22,0.2,99.2,0.8
2016-2017,Hartford,7th,MCV,124,11056,NA,94.4,NA,91,0.8,22,0.2,95.4,4.6
2016-2017,Hartford,7th,Tdap,124,11056,NA,94.8,NA,91,0.8,22,0.2,95.8,4.2
2016-2017,Litchfield,Pre-K,Flu,25,791,NA,89.4,23,22,2.8,5,0.6,95.7,4.3
2016-2017,Litchfield,K,Polio,43,1656,NA,96.8,NA,34,2.1,1,0.1,98.9,1.1
2016-2017,Litchfield,K,DTaP,43,1656,NA,96.7,NA,34,2.1,1,0.1,98.8,1.2
2016-2017,Litchfield,K,MMR,43,1656,NA,96.9,NA,34,2.1,1,0.1,99,1
2016-2017,Litchfield,K,HepB,43,1656,NA,97.3,NA,34,2.1,1,0.1,99.4,0.6
2016-2017,Litchfield,K,Varicella,43,1656,NA,96.5,NA,34,2.1,1,0.1,98.6,1.4
2016-2017,Litchfield,K,HepA,43,1656,NA,96.6,NA,34,2.1,1,0.1,98.7,1.3
2016-2017,Litchfield,7th,Polio,27,1992,NA,98,NA,27,1.4,8,0.4,99.8,0.2
2016-2017,Litchfield,7th,DTaP,27,1992,NA,98,NA,27,1.4,8,0.4,99.8,0.2
2016-2017,Litchfield,7th,MMR,27,1992,NA,99.8,NA,27,1.4,8,0.4,101.6,-1.6
2016-2017,Litchfield,7th,HepB,27,1992,NA,99.8,NA,27,1.4,8,0.4,101.6,-1.6
2016-2017,Litchfield,7th,Varicella,27,1992,NA,98.9,NA,27,1.4,8,0.4,100.7,-0.7
2016-2017,Litchfield,7th,MCV,27,1992,NA,91.9,NA,27,1.4,8,0.4,93.7,6.3
2016-2017,Litchfield,7th,Tdap,27,1992,NA,91.9,NA,27,1.4,8,0.4,93.7,6.3
2016-2017,Middlesex,Pre-K,Flu,14,553,NA,89,20,8,1.4,10,1.8,95.9,4.1
2016-2017,Middlesex,K,Polio,27,1439,NA,97.5,NA,32,2.2,4,0.3,100,0
2016-2017,Middlesex,K,DTaP,27,1439,NA,97.4,NA,32,2.2,4,0.3,99.9,0.1
2016-2017,Middlesex,K,MMR,27,1439,NA,97.1,NA,32,2.2,4,0.3,99.6,0.4
2016-2017,Middlesex,K,HepB,27,1439,NA,96.9,NA,32,2.2,4,0.3,99.4,0.6
2016-2017,Middlesex,K,Varicella,27,1439,NA,97,NA,32,2.2,4,0.3,99.5,0.5
2016-2017,Middlesex,K,HepA,27,1439,NA,97.1,NA,32,2.2,4,0.3,99.6,0.4
2016-2017,Middlesex,7th,Polio,15,1651,NA,99,NA,13,0.8,4,0.2,100,0
2016-2017,Middlesex,7th,DTaP,15,1651,NA,98.8,NA,13,0.8,4,0.2,99.8,0.2
2016-2017,Middlesex,7th,MMR,15,1651,NA,97.9,NA,13,0.8,4,0.2,98.9,1.1
2016-2017,Middlesex,7th,HepB,15,1651,NA,99,NA,13,0.8,4,0.2,100,0
2016-2017,Middlesex,7th,Varicella,15,1651,NA,98.8,NA,13,0.8,4,0.2,99.8,0.2
2016-2017,Middlesex,7th,MCV,15,1651,NA,97.6,NA,13,0.8,4,0.2,98.6,1.4
2016-2017,Middlesex,7th,Tdap,15,1651,NA,97.9,NA,13,0.8,4,0.2,98.9,1.1
2016-2017,New Haven,Pre-K,Flu,115,5222,NA,91.2,110,59,1.1,32,0.6,95,5
2016-2017,New Haven,K,Polio,176,9592,NA,97.6,NA,123,1.3,18,0.2,99.1,0.9
2016-2017,New Haven,K,DTaP,176,9592,NA,97.5,NA,123,1.3,18,0.2,99,1
2016-2017,New Haven,K,MMR,176,9592,NA,97.5,NA,123,1.3,18,0.2,99,1
2016-2017,New Haven,K,HepB,176,9592,NA,97.8,NA,123,1.3,18,0.2,99.3,0.7
2016-2017,New Haven,K,Varicella,176,9592,NA,97.4,NA,123,1.3,18,0.2,98.9,1.1
2016-2017,New Haven,K,HepA,176,9592,NA,97.5,NA,123,1.3,18,0.2,99,1
2016-2017,New Haven,7th,Polio,120,10587,NA,99,NA,74,0.7,22,0.2,99.9,0.1
2016-2017,New Haven,7th,DTaP,120,10587,NA,99,NA,74,0.7,22,0.2,99.9,0.1
2016-2017,New Haven,7th,MMR,120,10587,NA,99,NA,74,0.7,22,0.2,99.9,0.1
2016-2017,New Haven,7th,HepB,120,10587,NA,98.9,NA,74,0.7,22,0.2,99.8,0.2
2016-2017,New Haven,7th,Varicella,120,10587,NA,98.8,NA,74,0.7,22,0.2,99.7,0.3
2016-2017,New Haven,7th,MCV,120,10587,NA,97.5,NA,74,0.7,22,0.2,98.4,1.6
2016-2017,New Haven,7th,Tdap,120,10587,NA,97.7,NA,74,0.7,22,0.2,98.6,1.4
2016-2017,New London,Pre-K,Flu,37,1889,NA,89.5,48,22,1.2,17,0.9,94.1,5.9
2016-2017,New London,K,Polio,61,2820,NA,96.6,NA,67,2.4,5,0.2,99.2,0.8
2016-2017,New London,K,DTaP,61,2820,NA,96.5,NA,67,2.4,5,0.2,99.1,0.9
2016-2017,New London,K,MMR,61,2820,NA,96.3,NA,67,2.4,5,0.2,98.9,1.1
2016-2017,New London,K,HepB,61,2820,NA,96.6,NA,67,2.4,5,0.2,99.2,0.8
2016-2017,New London,K,Varicella,61,2820,NA,96.2,NA,67,2.4,5,0.2,98.8,1.2
2016-2017,New London,K,HepA,61,2820,NA,96.3,NA,67,2.4,5,0.2,98.9,1.1
2016-2017,New London,7th,Polio,40,3022,NA,98.7,NA,27,0.9,9,0.3,99.9,0.1
2016-2017,New London,7th,DTaP,40,3022,NA,98.7,NA,27,0.9,9,0.3,99.9,0.1
2016-2017,New London,7th,MMR,40,3022,NA,98.6,NA,27,0.9,9,0.3,99.8,0.2
2016-2017,New London,7th,HepB,40,3022,NA,98.2,NA,27,0.9,9,0.3,99.4,0.6
2016-2017,New London,7th,Varicella,40,3022,NA,98,NA,27,0.9,9,0.3,99.2,0.8
2016-2017,New London,7th,MCV,40,3022,NA,95,NA,27,0.9,9,0.3,96.2,3.8
2016-2017,New London,7th,Tdap,40,3022,NA,95.5,NA,27,0.9,9,0.3,96.7,3.3
2016-2017,State,Pre-K,Flu,440,20325,NA,87,726,342,1.7,136,0.7,92.9,7.1
2016-2017,State,K,Polio,739,39002,NA,96.8,NA,701,1.8,107,0.3,98.9,1.1
2016-2017,State,K,DTaP,739,39002,NA,96.7,NA,701,1.8,107,0.3,98.8,1.2
2016-2017,State,K,MMR,739,39002,NA,96.7,NA,701,1.8,107,0.3,98.8,1.2
2016-2017,State,K,HepB,739,39002,NA,97.1,NA,701,1.8,107,0.3,99.2,0.8
2016-2017,State,K,Varicella,739,39002,NA,96.5,NA,701,1.8,107,0.3,98.6,1.4
2016-2017,State,K,HepA,739,39002,NA,96.7,NA,701,1.8,107,0.3,98.8,1.2
2016-2017,State,7th,Polio,487,43337,NA,98.6,NA,399,0.9,110,0.3,99.8,0.2
